"AB106","AB107","AB108","AB109","AB110","AB111","AB112","AB113","AB114","AB115","AB116","AB117","AB118","AB119"
"U","F","C","B","G","G","G","H","B","F","B","F","G","U"
"U","F","G","B","G","G","B","G","B","F","B","C","C","C"
"B","G","C","B","G","G","B","H","B","C","B","F","C","B"
"U","F","G","B","G","G","A","F","B","F","B","C","G","C"
"U","G","G","B","C","G","H","H","B","C","B","F","C","G"
"U","F","C","U","G","G","H","U","B","F","B","N","C","B"
"U","G","G","B","G","G","G","A","B","C","C","H","C","C"
"B","G","G","B","G","G","A","A","B","G","B","C","G","H"
"B","G","C","B","G","G","A","F","B","C","C","G","C","U"
"B","G","G","B","G","G","A","H","G","B","B","C","G","C"
"U","F","G","B","G","G","H","A","U","G","C","H","C","C"
"U","G","C","C","C","G","H","H","G","G","C","F","C","C"
"B","G","G","H","G","G","A","H","B","C","C","C","C","C"
"B","F","C","G","C","C","H","G","B","H","C","H","G","C"
"G","G","C","B","G","G","B","C","B","B","B","H","C","C"
"U","G","C","C","C","G","H","F","B","C","B","F","G","B"
"B","G","C","B","G","G","A","H","A","B","B","F","C","C"
"U","G","C","B","G","U","A","H","B","B","B","F","C","C"
"U","G","C","B","C","G","A","G","C","B","B","C","C","C"
"B","G","C","A","G","G","H","H","C","C","B","F","C","C"
"C","G","G","B","G","G","H","A","B","C","C","F","C","C"
"U","G","C","B","G","G","A","G","B","G","C","G","C","U"
"U","G","C","A","G","G","A","G","B","C","B","F","C","C"
"B","G","C","B","G","G","B","H","B","F","C","H","G","C"
"U","F","C","B","G","C","B","G","B","F","C","H","C","C"
"B","G","C","F","G","G","H","G","B","B","B","F","C","C"
"B","G","G","B","G","G","A","H","B","C","C","G","C","C"
"U","G","C","B","G","G","B","H","A","F","B","C","C","B"
"U","F","G","B","C","G","H","F","B","F","C","G","C","C"
"B","G","G","A","G","G","B","H","B","B","C","G","C","C"
"U","F","G","B","G","G","C","F","B","F","B","F","G","B"
"B","G","C","B","G","G","A","G","B","C","C","G","C","C"
"U","F","G","B","C","U","U","A","B","B","B","H","C","C"
"U","G","G","B","G","G","H","G","F","C","B","H","C","C"
"U","C","C","G","G","G","B","G","B","G","C","F","C","F"
"B","F","C","B","G","G","G","A","B","B","B","F","C","C"
"B","G","C","G","G","G","A","C","B","G","B","F","C","C"
"B","G","G","B","G","G","G","F","B","B","C","C","G","B"
"U","G","G","C","G","G","A","C","B","G","C","F","G","G"
"B","F","C","H","G","G","A","H","B","B","C","C","C","G"
"U","G","C","B","G","G","U","G","B","B","B","F","C","U"
"U","F","C","B","G","G","A","G","B","F","B","H","G","G"
"U","G","C","G","C","G","A","G","B","G","B","F","C","H"
"U","G","G","B","G","G","G","H","B","C","C","G","C","C"
"U","G","C","B","C","G","H","G","F","B","C","F","C","C"
"B","G","C","B","G","G","H","H","B","B","B","F","G","C"
"U","G","G","B","G","G","B","G","B","B","C","G","C","C"
"U","G","C","B","G","G","A","G","B","F","B","F","C","G"
"B","G","C","B","G","G","H","G","B","G","B","F","C","B"
"B","G","C","A","G","G","H","H","C","B","C","G","G","C"
"U","G","G","B","G","G","B","A","H","G","B","H","C","B"
"B","G","C","B","G","G","B","G","B","F","B","F","G","G"
"G","G","C","B","C","U","H","A","B","F","B","C","C","C"
"B","G","G","G","G","G","B","G","B","G","B","C","C","C"
"U","F","G","B","G","G","A","A","B","F","B","N","C","C"
"U","G","G","B","G","G","G","C","B","F","B","H","C","C"
"U","G","C","B","G","G","C","F","B","G","B","C","C","C"
"G","F","C","B","G","G","H","G","B","G","B","G","G","H"
"U","G","C","B","G","G","B","F","A","G","C","C","C","B"
"U","F","C","B","G","G","A","G","H","B","B","H","C","C"
"U","G","G","C","G","G","G","F","B","C","C","G","C","C"
"B","F","G","B","C","U","U","H","F","C","B","F","C","U"
"H","F","C","B","G","G","H","F","H","B","B","H","C","B"
"U","G","C","B","G","G","C","F","B","B","B","F","G","B"
"U","G","G","B","G","G","B","H","B","F","C","G","C","C"
"U","G","C","B","G","G","B","G","B","B","C","F","C","G"
"B","G","C","B","G","G","A","A","H","G","B","H","C","C"
"U","F","C","B","G","G","B","H","B","G","C","G","C","C"
"U","G","G","B","G","G","B","F","B","G","C","G","C","C"
"U","F","C","B","G","G","H","A","U","C","B","N","G","H"
"U","F","G","B","G","G","G","A","B","C","C","H","C","C"
"U","F","G","U","G","U","G","U","B","F","B","N","G","U"
"U","G","C","G","G","G","B","H","B","G","B","F","G","C"
"B","G","C","F","G","G","A","H","B","F","B","G","G","C"
"U","U","U","U","G","U","U","U","U","F","B","N","C","B"
"B","G","C","B","G","G","B","G","B","F","C","G","G","G"
"U","G","C","B","G","G","A","H","B","C","B","F","C","H"
"U","C","C","C","G","G","A","A","B","B","B","C","G","G"
"U","G","G","B","G","G","B","F","B","F","B","F","C","H"
"U","G","C","H","G","G","A","G","B","C","C","G","C","C"
"U","F","C","B","G","G","A","G","B","G","B","F","G","C"
"U","F","C","H","G","G","U","F","B","C","C","F","G","C"
"U","G","G","B","G","C","G","H","A","G","C","C","G","C"
"G","G","C","G","G","G","A","G","B","B","C","G","G","C"
"U","G","C","B","G","G","H","H","B","F","C","C","G","B"
"U","G","C","B","C","G","A","G","B","F","B","C","C","G"
"U","F","C","B","G","G","G","H","B","B","B","F","C","H"
"U","G","G","B","G","G","G","A","B","F","C","H","G","G"
"U","G","C","B","G","G","A","A","B","B","B","F","C","C"
"U","G","G","B","G","U","U","G","B","B","C","F","C","U"
"U","F","C","B","G","G","H","A","B","F","B","C","C","B"
"B","G","G","B","G","G","G","H","B","B","B","F","C","C"
"B","G","C","B","G","G","B","G","B","G","B","C","G","H"
"U","G","C","B","G","G","B","F","B","G","B","H","G","C"
"U","F","G","B","G","G","U","H","B","F","B","C","C","B"
"U","C","C","U","G","G","H","U","B","F","B","N","G","C"
"B","F","C","B","G","G","C","H","B","F","C","F","G","B"
"U","G","C","B","G","G","G","F","B","F","C","F","G","C"
"U","G","G","B","G","G","G","H","B","C","C","F","C","C"
"B","G","C","F","G","G","H","H","B","C","C","G","C","H"
"U","G","C","B","G","G","A","G","B","B","C","H","C","C"
"U","C","C","B","G","G","B","F","B","B","B","C","C","B"
"U","C","C","B","G","U","U","A","B","B","B","N","G","U"
"U","G","C","B","G","G","H","A","B","F","C","G","C","C"
"U","G","G","B","G","C","G","A","B","F","B","C","G","C"
"U","F","G","B","G","G","H","H","G","F","B","H","G","C"
"U","F","G","B","G","G","B","A","U","F","B","C","G","C"
"U","G","C","B","G","G","A","G","B","B","B","F","C","G"
"U","C","C","B","G","G","A","A","B","G","B","N","C","C"
"U","G","C","B","G","G","A","F","B","C","B","N","C","U"
"U","U","U","B","G","U","U","A","U","G","C","N","G","C"
"U","F","C","B","G","G","H","F","B","F","B","H","C","C"
"U","F","C","B","G","G","G","A","B","C","B","C","C","G"
"U","F","G","B","G","U","A","A","B","C","B","N","C","C"
"U","G","C","B","G","G","B","A","B","G","B","H","C","B"
"U","G","G","B","G","G","B","H","A","F","B","H","G","H"
"U","G","G","B","G","G","A","G","B","B","C","G","C","B"
"U","G","C","B","G","U","A","A","B","F","C","N","C","U"
"B","G","C","B","G","G","A","B","B","B","C","C","C","C"
"U","F","C","C","G","G","F","C","B","F","C","G","G","C"
"U","F","G","B","G","U","G","G","A","C","C","G","C","C"
"U","F","C","B","G","U","B","A","B","F","B","C","C","C"
"U","G","C","B","G","G","B","G","B","F","C","F","C","C"
"U","G","G","B","G","G","A","A","B","C","B","N","C","G"
"U","G","G","B","G","G","B","A","B","G","B","N","G","U"
"U","F","G","B","G","U","C","A","U","C","C","H","C","U"
"U","G","C","H","G","G","H","G","B","F","C","F","C","C"
"U","F","G","B","G","U","A","A","U","B","B","N","C","U"
"U","G","G","B","C","U","G","C","B","C","C","F","C","G"
"U","G","C","A","G","G","C","G","B","C","C","G","C","C"
"U","F","C","B","G","G","F","H","B","F","B","C","G","C"
"U","G","G","B","G","G","G","A","B","C","C","G","C","G"
"B","G","G","B","G","G","H","C","H","B","C","H","G","C"
"A","F","G","B","G","U","G","G","B","C","C","G","C","U"
"U","C","G","B","C","C","G","F","B","G","B","C","G","H"
"U","G","G","B","G","G","B","H","B","C","C","G","C","C"
"B","G","C","G","G","U","U","F","B","H","B","H","C","U"
"U","F","C","C","G","G","A","G","B","G","B","H","G","C"
"U","F","G","B","G","G","G","H","B","C","C","F","C","G"
"U","F","G","B","G","G","H","A","B","H","B","H","C","C"
"U","G","C","B","G","G","G","F","B","H","B","H","C","C"
"U","F","G","B","G","G","H","A","B","G","C","N","C","U"
"B","G","G","B","G","G","G","G","B","F","B","H","G","G"
"U","F","G","B","G","G","H","A","U","G","B","N","G","C"
"U","F","G","B","C","G","B","H","B","F","B","H","G","G"
"G","F","G","B","C","G","G","F","B","C","C","H","C","G"
"U","G","C","H","G","G","C","H","G","B","C","G","C","C"
"B","G","C","B","G","G","A","G","H","B","C","G","C","C"
"G","G","C","G","G","G","H","H","B","G","B","C","C","C"
"U","G","G","F","G","G","G","F","B","B","C","H","C","C"
"U","G","G","B","G","G","H","F","B","C","C","G","C","B"
"B","G","C","B","G","G","A","H","B","G","C","G","C","C"
"U","F","C","B","C","C","H","H","B","G","C","C","C","C"
"U","G","G","B","G","G","G","A","B","F","C","H","C","C"
"U","G","C","C","G","C","B","H","B","C","C","G","C","C"
"B","G","C","B","G","G","A","C","B","F","B","H","G","B"
"B","G","G","C","G","G","B","H","B","G","C","F","C","H"
"U","G","C","G","G","G","H","H","F","C","C","G","C","C"
"U","G","C","B","G","G","B","F","B","F","B","F","C","B"
"U","F","G","B","G","G","B","H","B","C","C","G","C","C"
"B","G","C","B","G","G","A","H","F","G","B","H","C","C"
"U","G","G","B","G","G","H","A","B","F","B","C","C","G"
"U","U","U","B","G","U","U","A","B","B","B","C","C","U"
"U","F","C","B","G","G","U","H","B","C","C","H","C","C"
"U","F","G","B","G","G","H","F","B","C","C","C","C","B"
"C","G","G","B","G","G","C","F","B","F","C","G","G","G"
"U","F","G","B","G","G","C","A","B","B","B","H","C","G"
"B","G","G","G","C","C","U","G","B","B","B","F","C","C"
"B","G","G","B","G","G","H","G","B","C","C","G","C","C"
"U","G","G","B","G","G","B","A","B","G","C","F","G","H"
"B","G","G","B","G","G","A","A","B","G","C","H","C","H"
"U","F","C","B","G","G","A","A","B","F","B","N","G","G"
"U","G","C","C","G","G","H","G","B","G","B","F","C","C"
"B","G","C","B","G","U","H","F","B","B","B","H","C","C"
"U","G","C","B","G","G","B","B","B","F","B","C","C","C"
"U","F","C","C","C","G","B","C","B","F","B","F","G","C"
"B","G","C","G","G","G","H","G","B","B","C","G","C","C"
"U","F","C","B","G","U","A","G","B","B","C","N","C","U"
"U","G","C","B","G","G","H","A","B","G","B","C","C","C"
"B","F","C","C","C","C","B","H","B","B","B","F","C","C"
"G","F","C","B","G","G","G","B","B","G","C","G","C","C"
"U","G","G","B","G","G","G","F","B","G","B","F","C","C"
"B","G","G","B","G","G","G","H","B","C","C","F","C","G"
"B","G","C","B","G","G","G","F","B","B","B","F","C","H"
"U","F","C","B","G","G","H","H","B","F","C","F","C","B"
"G","G","C","B","G","G","F","C","B","G","B","H","C","C"
"U","G","C","G","C","G","H","G","C","G","C","G","C","C"
"U","F","C","B","G","G","A","A","B","H","B","N","G","H"
"U","F","C","B","G","U","H","A","B","F","B","N","C","C"
"U","G","G","B","G","G","G","F","A","B","C","G","C","C"
"U","F","C","B","G","C","B","F","B","F","B","N","C","C"
"U","G","C","C","G","G","H","G","B","F","C","G","C","C"
"U","G","G","C","G","G","G","G","B","C","C","G","C","C"
"U","F","C","C","G","G","A","G","B","F","B","F","G","G"
"U","G","C","F","G","U","U","H","B","C","C","F","G","U"
"U","G","G","B","G","G","A","H","B","G","C","C","G","C"
"U","F","G","B","C","G","H","F","B","F","B","C","G","C"
"B","G","G","B","G","G","A","G","B","F","B","H","G","C"
"B","G","G","B","C","G","G","H","B","G","B","F","G","G"
"U","G","G","G","G","G","A","G","B","F","B","F","G","C"
"U","F","C","B","G","G","H","H","B","C","B","N","C","U"
"B","G","C","B","G","G","A","G","B","C","B","F","C","H"
"U","F","C","B","G","C","B","F","B","F","B","C","C","H"
"U","G","C","B","G","G","H","H","B","B","B","F","C","U"
"U","F","C","B","G","G","A","A","B","B","C","C","C","G"
"U","G","C","B","G","G","A","B","B","G","B","F","G","H"
"U","G","G","B","G","G","H","G","B","B","C","C","C","C"
"B","G","G","F","G","G","C","H","B","C","C","G","C","C"
"U","G","G","B","G","G","H","F","B","C","C","C","C","G"
"B","G","G","H","G","G","A","H","B","C","C","G","C","C"
"U","G","C","B","C","C","H","G","B","B","C","G","C","C"
"U","G","C","B","G","G","B","H","B","B","C","G","C","C"
"U","F","G","B","G","G","B","F","B","G","B","H","G","B"
"U","G","G","C","G","G","H","H","H","B","B","F","C","H"
"U","C","C","B","G","U","C","F","B","C","C","H","C","C"
"U","F","C","B","C","G","A","A","B","F","B","C","G","G"
"B","G","G","B","G","G","B","A","B","G","B","H","C","C"
"B","G","C","B","G","G","B","H","F","F","B","F","C","C"
"U","G","G","C","G","G","G","F","C","B","C","F","C","C"
"B","G","C","G","G","G","A","G","B","G","B","F","G","C"
"U","F","G","B","G","G","B","F","B","F","B","C","G","H"
"U","G","G","F","G","G","A","G","A","B","B","G","C","G"
"U","F","G","B","G","G","H","A","B","F","B","H","C","H"
"U","G","G","B","C","G","B","F","B","C","C","G","C","U"
"B","G","G","H","G","G","B","H","B","B","B","G","G","C"
"B","G","C","B","G","G","H","G","B","B","C","G","G","F"
"B","G","C","B","G","G","B","G","B","B","B","F","C","G"
"B","G","C","B","G","G","B","F","B","G","B","F","G","C"
"U","F","G","B","C","G","G","F","B","C","B","H","C","B"
"U","F","C","B","G","U","A","A","B","G","B","N","C","C"
"U","F","C","B","C","U","U","H","B","F","B","F","G","U"
"U","G","C","B","G","G","G","A","B","F","B","N","C","B"
"U","G","G","B","G","G","C","G","B","B","B","C","C","C"
"U","G","C","B","G","G","A","C","B","C","C","G","C","G"
"U","C","C","B","G","G","U","A","B","F","B","N","C","U"
"U","G","G","B","G","G","G","A","B","B","C","G","C","C"
"U","F","G","B","G","G","G","H","B","F","B","F","G","C"
"B","G","G","A","C","G","B","H","B","C","B","G","C","H"
"U","G","C","B","G","G","H","H","B","G","C","G","C","H"
"U","G","C","B","G","G","A","F","B","G","B","H","C","C"
"U","G","G","B","G","U","U","F","B","B","C","F","C","U"
"U","F","C","B","G","G","H","G","B","G","B","F","G","C"
"B","G","G","B","G","G","A","F","B","B","C","F","C","H"
"U","G","G","B","C","G","A","A","B","G","C","F","C","C"
"B","G","G","B","G","G","G","F","B","G","B","H","C","G"
"B","F","C","G","G","G","H","H","B","C","C","G","C","C"
"B","G","G","B","G","G","B","F","A","C","C","G","C","H"
"B","G","C","B","G","G","A","H","B","C","C","F","C","H"
"U","F","C","B","G","G","H","H","B","G","B","C","C","C"
"U","F","C","B","G","G","B","F","B","B","C","C","G","B"
"U","G","G","B","G","G","B","G","B","C","C","G","C","C"
"H","G","C","B","G","G","G","G","B","G","B","F","G","B"
"U","G","G","C","G","U","U","H","B","C","C","F","C","U"
"U","F","G","B","G","G","G","F","B","G","B","H","G","B"
"B","G","G","B","G","G","G","G","B","G","B","H","C","C"
"U","F","G","B","G","C","G","A","B","C","B","H","C","C"
"U","C","C","U","G","U","B","U","B","F","B","N","C","H"
"U","F","G","B","G","G","G","G","B","B","B","F","C","C"
"G","G","G","C","G","G","A","F","B","B","C","H","C","G"
"B","G","C","B","G","G","B","B","B","B","C","F","C","H"
"B","F","G","B","G","G","G","H","B","G","B","H","C","C"
"U","G","C","B","G","G","A","G","A","G","B","H","G","C"
"B","G","C","B","G","C","U","G","B","C","C","G","C","C"
"U","G","C","B","C","G","H","F","B","B","B","N","C","B"
"B","G","G","C","G","G","B","H","B","F","C","H","G","G"
"U","F","C","B","G","G","C","F","B","C","B","N","C","C"
"U","G","G","B","G","G","B","G","B","F","B","H","C","C"
"U","G","C","H","G","G","G","G","B","C","C","G","C","C"
"B","F","G","B","G","G","H","F","B","G","B","H","C","H"
"U","F","G","B","C","U","G","F","B","C","C","H","C","B"
"U","G","C","B","G","G","A","A","B","B","B","N","C","C"
"U","G","C","B","G","G","H","F","B","F","B","C","C","C"
"U","F","G","B","G","G","B","H","B","B","C","G","C","C"
"U","F","C","B","C","U","U","A","U","C","B","C","C","C"
"U","G","G","B","G","G","H","G","B","C","B","H","C","C"
"U","F","G","B","G","G","G","A","B","F","B","H","C","C"
"U","G","C","B","G","G","B","H","B","C","C","G","G","C"
"U","F","C","B","C","G","B","A","G","H","C","C","C","C"
"B","G","C","F","G","G","U","G","B","C","C","G","C","G"
"U","C","G","U","G","G","B","U","U","B","B","N","C","C"
"U","G","G","B","G","G","U","F","A","C","C","G","C","C"
"U","F","G","B","G","U","U","A","B","H","C","H","G","U"
"U","F","G","B","G","U","U","A","B","F","B","N","G","C"
"B","F","C","B","G","G","H","H","B","F","C","G","G","G"
"U","G","G","B","G","G","C","G","G","F","C","G","C","C"
"U","G","C","B","G","G","B","F","F","B","C","H","C","C"
"B","G","C","H","G","G","B","G","B","C","C","F","C","C"
"U","C","C","B","G","G","H","A","B","B","C","H","C","C"
"U","F","C","B","G","G","A","A","B","G","B","N","G","C"
"U","F","C","B","G","G","A","A","B","G","C","C","C","B"
"B","G","G","B","G","G","A","G","B","C","C","G","C","G"
"U","G","G","B","G","G","G","F","B","G","C","F","G","G"
"C","G","G","B","G","G","B","A","B","C","C","F","C","C"
"U","G","C","B","G","G","A","A","B","G","C","C","C","G"
"B","F","G","G","G","G","G","H","B","G","B","F","C","C"
"U","F","G","B","C","G","B","F","B","H","B","H","C","C"
"B","G","C","B","G","U","U","A","B","C","C","G","C","U"
"U","G","C","B","G","C","H","H","B","B","B","G","C","C"
"B","F","C","B","C","G","H","H","B","B","B","F","C","C"
"U","G","C","B","G","U","B","F","B","C","C","G","C","G"
"U","G","G","C","G","G","G","F","B","G","B","F","C","C"
"U","G","G","G","G","G","B","H","B","C","C","F","G","G"
"U","U","U","U","G","U","U","U","U","F","B","N","C","U"
"A","G","G","H","C","U","G","G","B","G","C","G","C","U"
"U","G","G","B","G","G","H","H","F","B","B","F","C","G"
"U","F","C","B","C","G","B","A","G","F","B","C","G","C"
"U","F","G","B","G","U","H","A","U","C","B","N","C","C"
"U","G","C","B","G","G","A","G","B","B","B","H","C","H"
"U","F","G","G","G","U","B","F","B","C","B","H","C","G"
"U","G","G","B","G","G","G","A","B","F","B","H","C","H"
"U","G","C","F","C","G","A","G","B","G","C","G","C","G"
"B","G","G","F","G","G","H","G","B","C","B","F","G","G"
"U","F","C","B","G","U","H","A","B","B","B","N","C","C"
"U","G","G","B","G","G","H","G","B","G","B","H","G","G"
"G","F","G","B","G","G","G","G","B","C","C","H","C","C"
"U","F","C","B","G","C","G","B","A","F","B","C","G","B"
"C","G","G","H","G","G","U","H","B","C","C","G","C","C"
"B","G","C","B","G","G","A","B","B","G","B","H","C","U"
"G","G","C","B","G","G","H","H","B","C","B","F","C","C"
"B","G","C","B","G","G","H","H","B","G","B","F","C","C"
"U","C","C","B","G","G","H","A","U","F","B","C","G","C"
"B","G","G","A","G","G","A","H","B","B","B","H","C","C"
"B","G","C","B","G","G","B","F","B","B","C","G","C","C"
"U","F","C","B","G","G","G","H","B","G","C","G","C","B"
"U","F","C","B","G","G","H","H","B","C","B","F","G","C"
"U","G","G","B","G","G","A","H","B","C","C","G","C","G"
